state_id,state_name,state_cluster,metric_order,metric_name,matched_current_columns,available_in_current_iaeav,n_available_subjects,metric_modality,metric_analysis_type,metric_definition,how_calculated,clinical_interpretation,threshold_note,literature_basis_from_spec,prior_direction,prior_direction_code,why_prior_direction,current_pipeline_direction_code,current_pipeline_direction_note,current_pipeline_role,cn_n,cn_median,cn_mad,cn_p75,cn_p90,cn_p975,cn_mean,ad_n,ad_mean,patient_n,patient_mean,empirical_raw_direction_ad_minus_cn,auc_ad_vs_cn_aligned,auc_patient_vs_cn_aligned,interviewer_eta2,empirical_check_status,empirical_check_note,confound_flag,final_role,external_prior_decision,expected_direction,audit_implication,external_prior_review_status,current_evaluation_status
S02,speech_rate_output_efficiency,acoustic_fluency_output,2,speech_rate,,no,0,semantic / transcript,ASR transcript linguistic analysis,语速,词/音节数除以总时长，包含停顿,总语速慢通常与停顿和检索负担相关。,不建议直接套固定阈值；用同任务/同语言 CN 分布校准。,ASHA Dementia; ADReSS 2020; connected speech picture-description reviews,lower_abnormal,-1.0,Prior states that lower values indicate greater abnormal burden.,,,,0,,,,,,,0,,0,,not_tested,,,,not_tested,No current IAEAV column matched this spec metric.,not_extracted_or_unmatched,specified but not currently extracted,stable_signed_prior_but_task_sensitive,"lower words/min, lower phonation/output efficiency, or longer completion time is more abnormal",Keep as core evidence after extracting transcript-based speech-rate metrics; current phonation_time_ratio is promising but interviewer-sensitive.,not_empirically_audited_yet,exclude_metric_not_available
S02,speech_rate_output_efficiency,acoustic_fluency_output,3,articulation_rate,,no,0,semantic / transcript,ASR transcript linguistic analysis,构音语速,词/音节数除以发声时长，不含静音停顿,区分真正构音慢和只是停顿多。,不建议直接套固定阈值；用同任务/同语言 CN 分布校准。,ASHA Dementia; ADReSS 2020; connected speech picture-description reviews,lower_abnormal,-1.0,Prior states that lower values indicate greater abnormal burden.,,,,0,,,,,,,0,,0,,not_tested,,,,not_tested,No current IAEAV column matched this spec metric.,not_extracted_or_unmatched,specified but not currently extracted,stable_signed_prior_but_task_sensitive,"lower words/min, lower phonation/output efficiency, or longer completion time is more abnormal",Keep as core evidence after extracting transcript-based speech-rate metrics; current phonation_time_ratio is promising but interviewer-sensitive.,not_empirically_audited_yet,exclude_metric_not_available
S02,speech_rate_output_efficiency,acoustic_fluency_output,4,n_words,n_words,yes,223,semantic / transcript,ASR transcript linguistic analysis,总词数,任务内总词数,"输出量少可提示信息生成或任务完成不足。 | 2026-07: raw word count is weak and task-length dependent; use as coverage/output context, not direct disease mechanism.",不建议直接套固定阈值；用同任务/同语言 CN 分布校准。,ASHA Dementia; ADReSS 2020; connected speech picture-description reviews,lower_abnormal,-1.0,Prior states that lower values indicate greater abnormal burden.,,,qc_sensitive_auxiliary,184,166.5,47.0,230.25,293.0,416.0999999999991,188.46195652173913,23,164.0,39,169.05128205128204,AD_lower,0.5451086956521739,0.5512820512820513,0.1820007546296148,near_random,Metric is near chance in current IAEAV.,task_duration_transcript_length,keep for state context; do not use alone,stable_signed_prior_but_task_sensitive,"lower words/min, lower phonation/output efficiency, or longer completion time is more abnormal",Keep as core evidence after extracting transcript-based speech-rate metrics; current phonation_time_ratio is promising but interviewer-sensitive.,prior_acceptable_with_empirical_and_confound_checks,include_current_state_evaluation
S02,speech_rate_output_efficiency,acoustic_fluency_output,5,mean_segment_words,,no,0,semantic / transcript,ASR transcript linguistic analysis,平均片段词数,每个 ASR/utterance segment 的平均词数,语段短可能提示语句规划或输出连续性差。,不建议直接套固定阈值；用同任务/同语言 CN 分布校准。,ASHA Dementia; ADReSS 2020; connected speech picture-description reviews,lower_abnormal,-1.0,Prior states that lower values indicate greater abnormal burden.,,,,0,,,,,,,0,,0,,not_tested,,,,not_tested,No current IAEAV column matched this spec metric.,not_extracted_or_unmatched,specified but not currently extracted,stable_signed_prior_but_task_sensitive,"lower words/min, lower phonation/output efficiency, or longer completion time is more abnormal",Keep as core evidence after extracting transcript-based speech-rate metrics; current phonation_time_ratio is promising but interviewer-sensitive.,not_empirically_audited_yet,exclude_metric_not_available
S02,speech_rate_output_efficiency,acoustic_fluency_output,6,duration_sec,duration_sec,yes,223,acoustic,quality control / confound assessment,录音/任务时长,音频结束时间 - 开始时间,"用于归一化和可靠性判断；不是 AD 证据本身。 | 2026-07: use for QC, normalization and negative controls only; not doctor-facing disease evidence.",不建议直接套固定阈值；用同任务/同语言 CN 分布校准。,ASHA Dementia; ADReSS 2020; connected speech picture-description reviews,not_disease_direction,0.0,"Longer task duration can indicate lower output efficiency, but it is confound-sensitive.",0.0,+1,qc_only,184,234.24003125,35.60843750000001,271.84998437499996,324.41906875,394.31409999999977,243.8989211956522,23,273.0778206521739,39,269.0250128205128,AD_higher,0.6840217391304347,0.6783723522853957,0.4698767087432819,supports_prior,Aligned AUC is clearly above chance in current IAEAV.,qc_protocol_recording_confound,core evidence,stable_signed_prior_but_task_sensitive,"lower words/min, lower phonation/output efficiency, or longer completion time is more abnormal",Keep as core evidence after extracting transcript-based speech-rate metrics; current phonation_time_ratio is promising but interviewer-sensitive.,prior_acceptable_with_empirical_and_confound_checks,include_current_state_evaluation
S02,speech_rate_output_efficiency,acoustic_fluency_output,7,phonation_time_ratio,phonation_time_ratio,yes,223,acoustic,VAD / temporal acoustic analysis,发声时间占比,voiced/speech time / total duration,发声占比低可能来自停顿多，也可能是录音/任务问题。,不建议直接套固定阈值；用同任务/同语言 CN 分布校准。,ASHA Dementia; ADReSS 2020; connected speech picture-description reviews,lower_abnormal,-1.0,Prior states that lower values indicate greater abnormal burden.,-1.0,-1,core,184,0.6851488309084341,0.0666407276973873,0.7491292900152463,0.8012075224646096,0.8595630951550396,0.6820944172361133,23,0.5398003431926626,39,0.54612648206436,AD_lower,0.8284782608695652,0.8440635451505016,0.4683621109850228,supports_prior,Aligned AUC is clearly above chance in current IAEAV.,high_interviewer_variance,core evidence,stable_signed_prior_but_task_sensitive,"lower words/min, lower phonation/output efficiency, or longer completion time is more abnormal",Keep as core evidence after extracting transcript-based speech-rate metrics; current phonation_time_ratio is promising but interviewer-sensitive.,prior_acceptable_with_empirical_and_confound_checks,include_current_state_evaluation
S03,voicing_articulation_continuity,voice_articulation_auxiliary,1,VoicedSegmentsPerSec,egemaps_VoicedSegmentsPerSec,yes,223,acoustic,openSMILE/eGeMAPS acoustic feature extraction,每秒发声片段数,voiced segment count / duration_sec,发声切分越碎，提示语流连续性下降或发声/录音问题。,不建议直接套固定阈值；用同任务/同语言 CN 分布校准。,eGeMAPS/openSMILE; ADReSSo acoustic baselines,signed_state_specific,,Voicing continuity is state-specific; use current implementation direction when available.,-1.0,-1,support,184,2.463337659835815,0.4178962707519531,2.9154236912727356,3.085934090614319,3.3431625664234157,2.471811147487682,23,1.5939098415167436,39,1.6068915785887303,AD_lower,0.8947826086956522,0.9254459308807136,0.3866317256889085,supports_prior,Aligned AUC is clearly above chance in current IAEAV.,high_interviewer_variance,support evidence,weak_signed_prior,"fragmented voicing can be abnormal, but direction depends on VAD/acoustic implementation","Use as support/auxiliary evidence, not a central clinical claim unless stable across datasets.",do_not_make_signed_clinical_claim,include_auxiliary_only
S03,voicing_articulation_continuity,voice_articulation_auxiliary,2,MeanVoicedSegmentLengthSec,egemaps_MeanVoicedSegmentLengthSec,yes,223,acoustic,openSMILE/eGeMAPS acoustic feature extraction,平均发声片段长度,voiced segment length 的平均值,发声片段短可提示语流断裂。,不建议直接套固定阈值；用同任务/同语言 CN 分布校准。,eGeMAPS/openSMILE; ADReSSo acoustic baselines,signed_state_specific,,Voicing continuity is state-specific; use current implementation direction when available.,-1.0,-1,support,184,0.1233153343200683,0.0198450721800326,0.150883600115776,0.1690717592835425,0.1819171078503131,0.1292558772813366,23,0.125984771096188,39,0.1300504108270009,AD_lower,0.5043478260869565,0.4841137123745819,0.0965627872288005,near_random,Metric is near chance in current IAEAV.,none_detected_in_this_audit,keep for state context; do not use alone,weak_signed_prior,"fragmented voicing can be abnormal, but direction depends on VAD/acoustic implementation","Use as support/auxiliary evidence, not a central clinical claim unless stable across datasets.",do_not_make_signed_clinical_claim,include_auxiliary_only
S03,voicing_articulation_continuity,voice_articulation_auxiliary,3,StddevVoicedSegmentLengthSec,egemaps_StddevVoicedSegmentLengthSec,yes,223,acoustic,openSMILE/eGeMAPS acoustic feature extraction,发声片段长度变异,voiced segment length 的标准差,发声连续性不稳定，辅助解释 fluency。,不建议直接套固定阈值；用同任务/同语言 CN 分布校准。,eGeMAPS/openSMILE; ADReSSo acoustic baselines,signed_state_specific,,Voicing continuity is state-specific; use current implementation direction when available.,1.0,+1,support,184,0.1361067742109298,0.0274600386619567,0.1667725332081317,0.2012691751122474,0.2247193802148103,0.1422691336711463,23,0.1317609587441319,39,0.1347959406482867,AD_lower,0.4534782608695652,0.4492753623188406,0.0547175489284497,near_random,Metric is near chance in current IAEAV.,none_detected_in_this_audit,keep for state context; do not use alone,weak_signed_prior,"fragmented voicing can be abnormal, but direction depends on VAD/acoustic implementation","Use as support/auxiliary evidence, not a central clinical claim unless stable across datasets.",do_not_make_signed_clinical_claim,include_auxiliary_only
S03,voicing_articulation_continuity,voice_articulation_auxiliary,4,loudnessPeaksPerSec,egemaps_loudnessPeaksPerSec,yes,223,acoustic,openSMILE/eGeMAPS acoustic feature extraction,每秒响度峰值,响度峰计数 / duration_sec,近似音节/语流活动强度，受录音影响。,不建议直接套固定阈值；用同任务/同语言 CN 分布校准。,eGeMAPS/openSMILE; ADReSSo acoustic baselines,signed_state_specific,,Voicing continuity is state-specific; use current implementation direction when available.,-1.0,-1,core,184,2.0085994005203247,0.2947819828987121,2.3234280347824097,2.5810888051986702,2.7676785469055174,2.0071176261357637,23,1.6038407942523127,39,1.65705094123498,AD_lower,0.7428260869565217,0.7409420289855072,0.3301236600917491,supports_prior,Aligned AUC is clearly above chance in current IAEAV.,high_interviewer_variance,support evidence,weak_signed_prior,"fragmented voicing can be abnormal, but direction depends on VAD/acoustic implementation","Use as support/auxiliary evidence, not a central clinical claim unless stable across datasets.",do_not_make_signed_clinical_claim,include_auxiliary_only
S03,voicing_articulation_continuity,voice_articulation_auxiliary,5,egemaps_loudnessPeaksPerSec,egemaps_loudnessPeaksPerSec,yes,223,acoustic,openSMILE/eGeMAPS acoustic feature extraction,响度峰频率/节奏；功能统计：该属性在整段语音上的汇总值。,openSMILE eGeMAPS 对帧级低层描述符提取统计函数；具体统计含义见“统计含义”列。,每秒响度峰数量，近似反映音节节奏或语流脉冲密度。；AD优先级：高（当前 IAEAV 强差异） | 2026-07: duplicate eGeMAPS copy; not used as independent clinical evidence.,不建议直接套固定阈值；用同任务/同语言 CN 分布校准。,eGeMAPS/openSMILE; ADReSSo acoustic baselines,signed_state_specific,,Voicing continuity is state-specific; use current implementation direction when available.,0.0,-1,exclude_duplicate_or_qc,184,2.0085994005203247,0.2947819828987121,2.3234280347824097,2.5810888051986702,2.7676785469055174,2.0071176261357637,23,1.6038407942523127,39,1.65705094123498,AD_lower,0.7428260869565217,0.7409420289855072,0.3301236600917491,supports_prior,Aligned AUC is clearly above chance in current IAEAV.,high_interviewer_variance,support evidence,weak_signed_prior,"fragmented voicing can be abnormal, but direction depends on VAD/acoustic implementation","Use as support/auxiliary evidence, not a central clinical claim unless stable across datasets.",do_not_make_signed_clinical_claim,include_auxiliary_only
S03,voicing_articulation_continuity,voice_articulation_auxiliary,6,egemaps_VoicedSegmentsPerSec,egemaps_VoicedSegmentsPerSec,yes,223,acoustic,openSMILE/eGeMAPS acoustic feature extraction,有声段频率；功能统计：该属性在整段语音上的汇总值。,openSMILE eGeMAPS 对帧级低层描述符提取统计函数；具体统计含义见“统计含义”列。,每秒有声片段数量，反映语流连续性、发声启动频率和停顿切分。当前 IAEAV 中是强差异特征。；AD优先级：高（当前 IAEAV 强差异） | 2026-07: duplicate eGeMAPS copy; not used as independent clinical evidence.,不建议直接套固定阈值；用同任务/同语言 CN 分布校准。,eGeMAPS/openSMILE; ADReSSo acoustic baselines,signed_state_specific,,Voicing continuity is state-specific; use current implementation direction when available.,0.0,-1,exclude_duplicate_or_qc,184,2.463337659835815,0.4178962707519531,2.9154236912727356,3.085934090614319,3.3431625664234157,2.471811147487682,23,1.5939098415167436,39,1.6068915785887303,AD_lower,0.8947826086956522,0.9254459308807136,0.3866317256889085,supports_prior,Aligned AUC is clearly above chance in current IAEAV.,high_interviewer_variance,support evidence,weak_signed_prior,"fragmented voicing can be abnormal, but direction depends on VAD/acoustic implementation","Use as support/auxiliary evidence, not a central clinical claim unless stable across datasets.",do_not_make_signed_clinical_claim,include_auxiliary_only
S03,voicing_articulation_continuity,voice_articulation_auxiliary,7,egemaps_MeanVoicedSegmentLengthSec,egemaps_MeanVoicedSegmentLengthSec,yes,223,acoustic,openSMILE/eGeMAPS acoustic feature extraction,有声段平均长度；功能统计：该属性在整段语音上的汇总值。,openSMILE eGeMAPS 对帧级低层描述符提取统计函数；具体统计含义见“统计含义”列。,平均连续发声片段长度，反映语流连续性和停顿切分。；AD优先级：高,不建议直接套固定阈值；用同任务/同语言 CN 分布校准。,eGeMAPS/openSMILE; ADReSSo acoustic baselines,signed_state_specific,,Voicing continuity is state-specific; use current implementation direction when available.,-1.0,-1,support,184,0.1233153343200683,0.0198450721800326,0.150883600115776,0.1690717592835425,0.1819171078503131,0.1292558772813366,23,0.125984771096188,39,0.1300504108270009,AD_lower,0.5043478260869565,0.4841137123745819,0.0965627872288005,near_random,Metric is near chance in current IAEAV.,none_detected_in_this_audit,keep for state context; do not use alone,weak_signed_prior,"fragmented voicing can be abnormal, but direction depends on VAD/acoustic implementation","Use as support/auxiliary evidence, not a central clinical claim unless stable across datasets.",do_not_make_signed_clinical_claim,include_auxiliary_only
S03,voicing_articulation_continuity,voice_articulation_auxiliary,8,egemaps_StddevVoicedSegmentLengthSec,egemaps_StddevVoicedSegmentLengthSec,yes,223,acoustic,openSMILE/eGeMAPS acoustic feature extraction,有声段长度波动；功能统计：该属性在整段语音上的汇总值。,openSMILE eGeMAPS 对帧级低层描述符提取统计函数；具体统计含义见“统计含义”列。,连续发声片段长度的变异性，反映语流稳定性。；AD优先级：中到高,不建议直接套固定阈值；用同任务/同语言 CN 分布校准。,eGeMAPS/openSMILE; ADReSSo acoustic baselines,signed_state_specific,,Voicing continuity is state-specific; use current implementation direction when available.,1.0,+1,support,184,0.1361067742109298,0.0274600386619567,0.1667725332081317,0.2012691751122474,0.2247193802148103,0.1422691336711463,23,0.1317609587441319,39,0.1347959406482867,AD_lower,0.4534782608695652,0.4492753623188406,0.0547175489284497,near_random,Metric is near chance in current IAEAV.,none_detected_in_this_audit,keep for state context; do not use alone,weak_signed_prior,"fragmented voicing can be abnormal, but direction depends on VAD/acoustic implementation","Use as support/auxiliary evidence, not a central clinical claim unless stable across datasets.",do_not_make_signed_clinical_claim,include_auxiliary_only
S04,phonatory_voice_quality,voice_articulation_auxiliary,1,jitterLocal,,no,0,acoustic,openSMILE/eGeMAPS acoustic feature extraction,基频周期扰动,相邻声带周期差异的局部扰动,声带稳定性指标；非 AD 特异，更多作为辅助/混杂。,不建议直接套固定阈值；用同任务/同语言 CN 分布校准。,Fraser et al. 2016; eGeMAPS acoustic studies,bidirectional_deviation,0.0,Auxiliary acoustic pattern: abnormal deviation from CN may be predictive but is not AD-specific.,,,,0,,,,,,,0,,0,,not_tested,,,,not_tested,No current IAEAV column matched this spec metric.,not_extracted_or_unmatched,specified but not currently extracted,no_stable_signed_prior,"bidirectional deviation from CN, not high/low AD direction",Keep as auxiliary predictor or reliability/confound context; do not explain AD via one jitter/shimmer value.,not_empirically_audited_yet,exclude_metric_not_available
